,reference_code,pmid,doi,comment,Language,Volume,Issue,Page,Journal,Abstract,Date,Authors
44,06TAN/SUR,16967985.0,10.1021/ja0627702,,['eng'],128,37,12331-8,Journal of the American Chemical Society,"Acetyl-CoA synthase/carbon monoxide dehydrogenase is a Ni-Fe-S-containing enzyme that catalyzes the synthesis of acetyl-CoA from CO, CoA, and a methyl group. The methyl group is transferred onto the enzyme from a corrinoid-iron-sulfur protein (CoFeSP). The kinetics of two steps within the catalytic mechanism were studied using the stopped-flow method, including the insertion of CO into a putative Ni(2+)-CH(3) bond and the transfer of the resulting acetyl group to CoA. Neither step had been studied previously. Reactions were monitored indirectly, starting with the methylated intermediate form of the enzyme. Resulting traces were analyzed by constructing a simple kinetic model describing the catalytic mechanism under reducing conditions. Besides methyl group transfer, CO insertion, and acetyl group transfer, fitting to experimental traces required the inclusion of an inhibitory step in which CO reversibly bound to the form of the enzyme obtained immediately after product release. Global simulation of the reported datasets afforded a consistent set of kinetic parameters. The equilibrium constant for the overall synthesis of acetyl-CoA was estimated and compared to the product of the individual equilibrium constants. Simulations obtained with the model duplicated the essential behavior of the enzyme, in terms of the variation of activity with [CO], and the time-dependent decay of the NiFeC EPR signal upon reaction with CoFeSP. Under standard assay conditions, the model suggests that the vast majority of active enzyme molecules in a population should be in the methylated form, suggesting that the subsequent catalytic step, namely CO insertion, is rate limiting. This conclusion is further supported by a sensitivity analysis showing that the rate is most sensitively affected by a change in the rate coefficient associated with the CO insertion step.",Sep 2006,"Xiangshi Tan, Ivan V Surovtsev, Paul A Lindahl"
45,06TEW/KIS,,10.1016/j.jct.2005.12.014,,-,-,-,-,-,-,-,-
46,06TEW/PHI,,10.1016/j.jct.2005.06.005,,-,-,-,-,-,-,-,-
47,06XU/WES,17002315.0,10.1021/bi0610808,,['eng'],45,39,12156-66,Biochemistry,"Kinetic data have been measured for the histidine-tagged saccharopine dehydrogenase from Saccharomyces cerevisiae, suggesting the ordered addition of nicotinamide adenine dinucleotide (NAD) followed by saccharopine in the physiologic reaction direction. In the opposite direction, the reduced nicotinamide adenine dinucleotide (NADH) adds to the enzyme first, while there is no preference for the order of binding of alpha-ketoglutarate (alpha-Kg) and lysine. In the direction of saccharopine formation, data also suggest that, at high concentrations, lysine inhibits the reaction by binding to free enzyme. In addition, uncompetitive substrate inhibition by alpha-Kg and double inhibition by NAD and alpha-Kg suggest the existence of an abortive E:NAD:alpha-Kg complex. Product inhibition by saccharopine is uncompetitive versus NADH, suggesting a practical irreversibility of the reaction at pH 7.0 in agreement with the overall K(eq). Saccharopine is noncompetitive versus lysine or alpha-Kg, suggesting the existence of both E:NADH:saccharopine and E:NAD:saccharopine complexes. NAD is competitive versus NADH, and noncompetitive versus lysine and alpha-Kg, indicating the combination of the dinucleotides with free enzyme. Dead-end inhibition studies are also consistent with the random addition of alpha-Kg and lysine. Leucine and oxalylglycine serve as lysine and alpha-Kg dead-end analogues, respectively, and are uncompetitive against NADH and noncompetitive against alpha-Kg and lysine, respectively. Oxaloacetate (OAA), pyruvate, and glutarate behave as dead-end analogues of lysine, which suggests that the lysine-binding site has a higher affinity for keto acid analogues than does the alpha-Kg site or that dicarboxylic acids have more than one binding mode on the enzyme. In addition, OAA and glutarate also bind to free enzyme as does lysine at high concentrations. Glutarate gives S-parabolic noncompetitive inhibition versus NADH, indicating the formation of a E:(glutarate)2 complex as a result of occupying both the lysine- and alpha-Kg-binding sites. Pyruvate, a slow alternative keto acid substrate, exhibits competitive inhibition versus both lysine and alpha-Kg, suggesting the combination to the E:NADH:alpha-Kg and E:NADH:lysine enzyme forms. The equilibrium constant for the reaction has been measured at pH 7.0 as 3.9 x 10(-7) M by monitoring the change in NADH upon the addition of the enzyme. The Haldane relationship is in very good agreement with the directly measured value.",Oct 2006,"Hengyu Xu, Ann H West, Paul F Cook"
48,07LIN/ALG,17223711.0,10.1021/bi062067q,,['eng'],46,3,890-8,Biochemistry,"The kinetic mechanism of homoisocitrate dehydrogenase from Saccharomyces cerevisiae was determined using initial velocity studies in the absence and presence of product and dead end inhibitors in both reaction directions. Data suggest a steady state random kinetic mechanism. The dissociation constant of the Mg-homoisocitrate complex (MgHIc) was estimated to be 11 +/- 2 mM as measured using Mg2+ as a shift reagent. Initial velocity data indicate the MgHIc complex is the reactant in the direction of oxidative decarboxylation, while in the reverse reaction direction, the enzyme likely binds uncomplexed Mg2+ and alpha-ketoadipate. Curvature is observed in the double-reciprocal plots for product inhibition by NADH and the dead-end inhibition by 3-acetylpyridine adenine dinucleotide phosphate when MgHIc is the varied substrate. At low concentrations of MgHIc, the inhibition by both nucleotides is competitive, but as the MgHIc concentration increases, the inhibition changes to uncompetitive, consistent with a steady state random mechanism with preferred binding of MgHIc before NAD. Release of product is preferred and ordered with respect to CO2, alpha-ketoadipate, and NADH. Isocitrate is a slow substrate with a rate (V/E(t)) 216-fold slower than that measured with HIc. In contrast to HIc, the uncomplexed form of isocitrate and Mg2+ bind to the enzyme. The kinetic mechanism in the direction of oxidative decarboxylation of isocitrate, on the basis of initial velocity studies in the absence and presence of dead-end inhibitors, suggests random addition of NAD and isocitrate with Mg2+ binding before isocitrate in rapid equilibrium, and the mechanism approximates rapid equilibrium random. The Keq for the overall reaction measured directly using the change in NADH as a probe is 0.45 M.",Jan 2007,"Ying Lin, Susan S Alguindigue, Jerome Volkman, Kenneth M Nicholas, Ann H West, Paul F Cook"
49,07TEW/KIS,,10.1016/j.jct.2006.10.010,,-,-,-,-,-,-,-,-
50,07TEW/LIE,,10.1016/j.jct.2006.12.007,,-,-,-,-,-,-,-,-
51,26QUA/WOO,16743691.0,10.1042/bj0200545,,['eng'],20,3,545-55,The Biochemical journal,-,  1926,"J H Quastel, B Woolf"
52,29WOO,16744231.0,10.1042/bj0230472,,['eng'],23,3,472-82,The Biochemical journal,-,  1929,B Woolf
53,31BOR/SCH,,10.1016/S0021-9258(17)32602-9,,-,-,-,-,-,-,-,-
54,34JAC,,,,-,-,-,-,-,-,-,-
55,34LOH/MEY,,,,-,-,-,-,-,-,-,-
56,34MEY/LOH,,,,-,-,-,-,-,-,-,-
57,35AKA,,,,-,-,-,-,-,-,-,-
58,35JAC/TAP,,,,-,-,-,-,-,-,-,-
59,35MEY,,,,-,-,-,-,-,-,-,-
60,35MEY/KIE,,,,-,-,-,-,-,-,-,-
61,35MEY/KIE2,,,,-,-,-,-,-,-,-,-
62,35MEY/LOH,,,,-,-,-,-,-,-,-,-
63,35MEY/SCH,,,,-,-,-,-,-,-,-,-
64,36EUL/ADL,,10.1515/bchm2.1936.241.6.239,,-,-,-,-,-,-,-,-
65,36LEH,,,,-,-,-,-,-,-,-,-
66,36MEY/LOH,,,,-,-,-,-,-,-,-,-
67,36MEY/SCH,,,,-,-,-,-,-,-,-,-
68,36VEI,,,,-,-,-,-,-,-,-,-
69,37ADL/SRE,,10.1515/bchm2.1937.249.1.24,,-,-,-,-,-,-,-,-
70,37EUL/ADL,,10.1515/bchm2.1937.247.1-2.65,,-,-,-,-,-,-,-,-
71,37EUL/ADL2,,10.1515/bchm2.1937.249.1.1,,-,-,-,-,-,-,-,-
72,37EUL/ADL3,,10.1515/bchm2.1937.245.5-6.217,,-,-,-,-,-,-,-,-
73,37NEG/WUL,,,,-,-,-,-,-,-,-,-
74,37STU,,10.1021/ja01287a037,,-,-,-,-,-,-,-,-
75,38EUL/ADL,,10.1515/bchm2.1938.254.2.61,,-,-,-,-,-,-,-,-
76,38MEY/SCH,,,,-,-,-,-,-,-,-,-
77,38SCH/HEL,,10.1002/cber.19380710717,,-,-,-,-,-,-,-,-
78,39COH,16747057.0,10.1042/bj0331478,,['eng'],33,9,1478-87,The Biochemical journal,-,Sep 1939,P P Cohen
79,40COH,,10.1016/S0021-9258(18)73021-4,,-,-,-,-,-,-,-,-
80,40HER/GOR,16747255.0,10.1042/bj0341108,,['eng'],34,7,1108-23,The Biochemical journal,-,Jul 1940,"D Herbert, H Gordon, V Subrahmanyan, D E Green"
81,40KRE/SMY,16747248.0,10.1042/bj0341041,,['eng'],34,7,1041-5,The Biochemical journal,-,Jul 1940,"H A Krebs, D H Smyth, E A Evans"
82,41UTT/WER,16560478.0,10.1128/jb.42.5.665-676.1941,,['eng'],42,5,665-76,Journal of bacteriology,-,Nov 1941,"M F Utter, C H Werkman"
83,41WAR/CHR,,,,-,-,-,-,-,-,-,-
84,42COL/SUT,,10.1016/S0021-9258(18)72525-8,,-,-,-,-,-,-,-,-
85,42LEN/STR,,,,-,-,-,-,-,-,-,-
86,43BAN,,,,-,-,-,-,-,-,-,-
87,43DOU,,10.1016/S0021-9258(18)44907-1,,-,-,-,-,-,-,-,-
88,43KAL,,10.1016/S0021-9258(18)72325-9,,-,-,-,-,-,-,-,-
89,43KRE/EGG,16747647.0,10.1042/bj0370334,,['eng'],37,3,334-8,The Biochemical journal,-,Sep 1943,"H A Krebs, L V Eggleston"
90,43KUB/OTT,,,,-,-,-,-,-,-,-,-
91,43MEY/JUN,,10.1016/S0021-9258(18)72218-7,,-,-,-,-,-,-,-,-
92,44LIP,,10.1016/S0021-9258(18)43172-9,,-,-,-,-,-,-,-,-
93,45DAR,,10.1111/j.1748-1716.1945.tb00300.x,,-,-,-,-,-,-,-,-
94,45DRA/MEY,,10.1016/S0021-9258(18)51091-7,,-,-,-,-,-,-,-,-
95,45GRE/LEL,21006939.0,10.1016/S0021-9258(17)41491-8,,['eng'],161,-,559-82,The Journal of biological chemistry,-,Dec 1945,"D E GREEN, L F LELOIR, V NOCITO"
96,45OHL,,10.1515/bchm2.1947.282.1-2.37,,-,-,-,-,-,-,-,-
97,46OHL,,10.1515/zna-1946-0108,appears in part 3 and in part 4,-,-,-,-,-,-,-,-
98,46OHL2,,10.1515/zna-1946-0107,appears in part 3,-,-,-,-,-,-,-,-
99,47BUC,,10.1016/0006-3002(47)90143-1,,-,-,-,-,-,-,-,-
100,47KAL,20285041.0,10.1016/S0021-9258(17)30999-7,,['eng'],167,2,461-75,The Journal of biological chemistry,-,Feb 1947,H M KALCKAR
101,47MEY/OES,,10.1016/S0021-9258(17)34929-3,,-,-,-,-,-,-,-,-
102,48KOR,18098602.0,10.1016/S0021-9258(18)57167-2,,['eng'],176,3,1475,The Journal of biological chemistry,-,Dec 1948,A KORNBERG
103,48OCH,18914071.0,10.1016/S0021-9258(18)57383-X,,['eng'],174,1,133-57,The Journal of biological chemistry,-,May 1948,S OCHOA
104,48SCO/POW,18909182.0,10.1021/ja01183a070,,['eng'],70,3,1104-7,Journal of the American Chemical Society,-,Mar 1948,"E M SCOTT, R POWELL"
105,48SOR/DEG,,,,-,-,-,-,-,-,-,-
106,49BAR,18135786.0,10.1016/S0021-9258(18)56670-9,,['eng'],180,2,535-41,The Journal of biological chemistry,-,Sep 1949,T BARANOWSKI
107,49HES,18135821.0,10.1016/S0021-9258(18)56708-9,,['eng'],180,2,879-81,The Journal of biological chemistry,-,Sep 1949,S HESTRIN
108,49MEY/GRE,18116987.0,10.1016/S0021-9258(18)56882-4,,['eng'],178,2,655-67,The Journal of biological chemistry,-,Apr 1949,"O MEYERHOF, H GREEN"
109,49MEY/OES,18134595.0,10.1016/S0021-9258(18)56800-9,,['eng'],179,3,1371-85,The Journal of biological chemistry,-,Jul 1949,"O MEYERHOF, P OESPER"
110,49SOR/DVO,,,,-,-,-,-,-,-,-,-
111,50COR/VEL,,10.1016/0006-3002(50)90020-5,,-,-,-,-,-,-,-,-
112,50FRI,15428423.0,10.1016/S0021-9258(19)50973-5,,['eng'],184,2,449-59,The Journal of biological chemistry,-,Jun 1950,M FRIEDMIN
113,50HES,,10.1016/0006-3002(50)90037-0,,-,-,-,-,-,-,-,-
114,50KOR,,10.1016/S0021-9258(18)56513-3,,-,-,-,-,-,-,-,-
115,50OES/MEY,15419792.0,,,['eng'],27,1,223-33,Archives of biochemistry,-,Jun 1950,"P OESPER, O MEYERHOF"
116,50PAZ,,,,-,-,-,-,-,-,-,-
117,50RAC,15443900.0,10.1016/S0021-9258(19)51151-6,,['eng'],184,1,313-9,The Journal of biological chemistry,-,May 1950,E RACKER
118,50SLE,14794671.0,10.1016/S0021-9258(18)56269-4,,['eng'],186,2,753-61,The Journal of biological chemistry,-,Oct 1950,M W SLEIN
119,51BLA,14858331.0,10.1042/bj0490257,,['eng'],49,3,257-71,The Biochemical journal,-,Aug 1951,R L BLAKLEY
120,51BLI,14830226.0,10.1016/0003-9861(51)90206-8,,['eng'],31,2,197-204,Archives of biochemistry and biophysics,-,Apr 1951,A F BLISS
121,51FRU/JOH,14841149.0,10.1016/S0021-9258(18)56043-9,,['eng'],190,1,39-53,The Journal of biological chemistry,-,May 1951,"J S FRUTON, R B JOHNSTON, M FRIED"
122,51KOR,,,,-,-,-,-,-,-,-,-
123,51ROW/KOR,14907738.0,10.1016/S0021-9258(18)50905-4,,['eng'],193,2,497-507,The Journal of biological chemistry,-,Dec 1951,"J W ROWEN, A KORNBERG"
124,51THE/BON,,10.3891/acta.chem.scand.05-1105,,-,-,-,-,-,-,-,-
125,51WOO/GUN,14841188.0,10.1016/S0021-9258(18)56082-8,,['eng'],190,1,403-16,The Journal of biological chemistry,-,May 1951,"W A WOOD, I C GUNSALUS"
126,52ASK,,,,-,-,-,-,-,-,-,-
127,52BAU/GEM,14915545.0,10.1016/s0003-9861(52)80055-4,,['eng'],35,1,110-20,Archives of biochemistry and biophysics,-,Jan 1952,"C R BAUER, C L GEMMILL"
128,52BUR,,10.1016/0006-3002(52)90020-6,,-,-,-,-,-,-,-,-
129,52DOB/FRU,14938363.0,10.1016/S0021-9258(19)50883-3,,['eng'],195,1,149-54,The Journal of biological chemistry,-,Mar 1952,"A DOBRY, J S FRUTON, J M STURTEVANT"
130,52DOB/STU,14938362.0,10.1016/S0021-9258(19)50882-1,,['eng'],195,1,141-7,The Journal of biological chemistry,-,Mar 1952,"A DOBRY, J M STURTEVANT"
131,52EGG/HEM,13018181.0,10.1042/bj0520156,,['eng'],52,1,156-60,The Biochemical journal,-,Sep 1952,"L V EGGLESTON, R HEMS"
132,52FIT/DOU,12999827.0,10.1016/S0021-9258(18)44822-3,,['eng'],199,1,153-63,The Journal of biological chemistry,-,Nov 1952,"C FITTING, M DOUDOROFF"
133,52KOR,,,,-,-,-,-,-,-,-,-
134,52LEL/CAR,,,,-,-,-,-,-,-,-,-
135,52MEY/SHA,12997210.0,10.1016/0003-9861(52)90109-4,,['eng'],40,2,253-62,Archives of biochemistry and biophysics,-,Oct 1952,"O MEYERHOF, R SHATAS"
136,52NAR/WOO,14924668.0,10.1016/s0003-9861(52)80026-8,,['eng'],35,2,462-3,Archives of biochemistry and biophysics,-,Feb 1952,"S A NARROD, W A WOOD"
137,52NEI,12999850.0,10.1016/S0021-9258(18)44845-4,,['eng'],199,1,373-81,The Journal of biological chemistry,-,Nov 1952,J B NEILANDS
138,52OHL/SHA,14944266.0,10.1016/0003-9861(52)90426-8,,['eng'],36,2,411-20,Archives of biochemistry and biophysics,-,Apr 1952,"P OHLMEYER, R SHATAS"
