,reference_code,pmid,doi,comment,Title,Date,Publisher,License,Type,Volume,Issue,Page,Authors,Language
132,52FIT/DOU,12999827.0,10.1016/S0021-9258(18)44822-3,,['PHOSPHOROLYSIS OF MALTOSE BY ENZYME PREPARATIONS FROM NEISSERIA MENINGITIDIS'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,199,1,153-163,"Charlotte Fitting, Michael Doudoroff",en
133,52KOR,,,,-,-,-,-,-,-,-,-,-,-
134,52LEL/CAR,,,,-,-,-,-,-,-,-,-,-,-
135,52MEY/SHA,12997210.0,10.1016/0003-9861(52)90109-4,,['Heat of hydrolysis of acetyl phosphate'],25.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,40,2,253-262,"Otto Meyerhof, Romas Shatas",en
136,52NAR/WOO,14924668.0,10.1016/s0003-9861(52)80026-8,,['Evidence for a glutamic acid racemase in Lactobacillus arabinosus'],7.7.2006,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,35,2,462-463,"S.A. Narrod, W.A. Wood",en
137,52NEI,12999850.0,10.1016/S0021-9258(18)44845-4,,['STUDIES ON LACTIC DEHYDROGENASE OF HEART'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,199,1,373-381,J.B. Neilands,en
138,52OHL/SHA,14944266.0,10.1016/0003-9861(52)90426-8,,['Heat of hydrolysis of some phosphate compounds'],26.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,36,2,411-420,"Paul Ohlmeyer, Romas Shatas",en
139,52STA,12980996.0,10.1016/S0021-9258(19)52387-0,,['THE NET ENZYMATIC SYNTHESIS OF ACETYL COENZYME A'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,196,2,535-546,E.R. Stadtman,en
140,52STE/OCH,12999746.0,10.1016/S0021-9258(18)55585-X,,['ENZYMATIC SYNTHESIS OF CITRIC ACID'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,198,1,313-321,"Joseph R. Stern, Severo. Ochoa, Feodor. Lynen",en
141,52STR/KOR,12981017.0,10.1016/S0021-9258(19)52408-5,,['GLUCOSE DEHYDROGENASE'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,196,2,769-784,"Harold J. Strecker, Seymour Korkes",en
142,53BOC/ALB,,10.1021/ja01104a043,,-,-,-,-,-,-,-,-,-,-
143,53BOD,13061507.0,10.1016/S0021-9258(18)66196-4,,['SERUM PHOSPHOHEXOSE ISOMERASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,202,2,829-840,Oscar Bodansky,en
144,53BRI,,10.3891/acta.chem.scand.07-1081,,-,-,-,-,-,-,-,-,-,-
145,53BRO,13117866.0,10.1016/S0021-9258(18)66092-2,,['ACTION OF PHOSPHOGLUCOMUTASE ON d-GLUCOSAMINE-6-PHOSPHATE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,204,2,877-889,David H. Brown,en
146,53BUR/STA,13061511.0,10.1016/S0021-9258(18)66200-3,,['THE OXIDATION OF ACETALDEHYDE TO ACETYL COENZYME A'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,202,2,873-890,"Robert Main Burton, E.R. Stadtman",en
147,53BUR/WIL,13058837.0,10.1042/bj0540086,,-,-,-,-,-,-,-,-,-,-
148,53COH,13044776.0,10.1016/S0021-9258(18)71349-5,,['STUDIES ON d-RIBULOSE AND ITS ENZYMATIC CONVERSION TO d-ARABINOSE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,201,1,71-84,Seymour S. Cohen,en
149,53GRE/BRO,13117926.0,10.1016/S0021-9258(19)77273-1,,['ADENOSINETRIPHOSPHATASE SYSTEMS OF MUSCLE'],7.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,205,1,493-501,"Irving Green, Joshua R.C. Brown, W.F.H.M. Mommaerts",en
150,53HAR/KOR,13084629.0,10.1016/S0021-9258(19)52329-8,,['BIOSYNTHESIS OF DICARBOXYLIC ACIDS BY CARBON DIOXIDE FIXATION'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,203,2,595-604,"Isaac Harary, Saul R. Korey, Severo Ochoa",en
151,53HOC/WAT,,10.1021/ja01109a516,,-,-,-,-,-,-,-,-,-,-
152,53JON,13107745.0,,,-,-,-,-,-,-,-,-,-,-
153,53KAP/COL,13117879.0,10.1016/S0021-9258(19)77226-3,,['PYRIDINE NUCLEOTIDE TRANSHYDROGENASE'],7.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,205,1,1-15,"Nathan O. Kaplan, Sidney P. Colowick, Elizabeth F. Neufeld",en
154,53KRE,13058835.0,10.1042/bj0540078,,-,-,-,-,-,-,-,-,-,-
155,53KRE2,13058836.0,10.1042/bj0540082,,-,-,-,-,-,-,-,-,-,-
156,53LYN/OCH,,10.1016/0006-3002(53)90149-8,,['Enzymes of fatty acid metabolism'],10.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,12,1-2,299-314,"Feodor Lynen, Severo Ochoa",en
157,53MAH/WAK,13084616.0,10.1016/S0021-9258(18)66153-8,,['STUDIES ON FATTY ACID OXIDATION'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,204,1,453-468,"H.R. Mahler, Salih J. Wakil, Robert M. Bock",en
158,53MAS,13032036.0,10.1042/bj0530072,,-,-,-,-,-,-,-,-,-,-
159,53MEY/SHA,,10.1016/0006-3002(53)90130-9,,['Heat of hydrolysis of trimetaphosphate'],10.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,12,1-2,121-127,"Otto Meyerhof, Romas Shatas, Ann Kaplan",en
160,53MIT/LAM,13117877.0,10.1016/S0021-9258(18)66103-4,,['CONVERSION OF d-XYLOSE TO d-XYLULOSE IN EXTRACTS OF LACTOBACILLUS PENTOSUS'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,204,2,1011-1018,"S. Mitsuhashi, J.O. Lampen",en
161,53NIS/BAR,13117873.0,10.1016/S0021-9258(18)66099-5,,['MECHANISMS IN ENZYMATIC TRANSAMINATION'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,204,2,957-969,"Alfred Nisonoff, Frederick W. Barnes, Theodore Enns",en
162,53OLS/ANF,13061508.0,10.1016/S0021-9258(18)66197-6,,['KINETIC AND EQUILIBRIUM STUDIES ON CRYSTALLINE l-GLUTAMIC ACID DEHYDROGENASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,202,2,841-856,"James A. Olson, Christian B. Anfinsen",en
163,53RAT/ANS,13084582.0,10.1016/S0021-9258(18)66119-8,,['BIOSYNTHESIS OF UREA'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,204,1,115-125,"S. Ratner, W. Parker Anslow, Barbara Petrack",en
164,53SIE/POT,13034773.0,10.1016/S0021-9258(18)38451-5,,['The Adenylate Kinase of Rat Liver Mitochondria'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,200,1,187-196,"Philip Siekevitz, Van R. Potter",en
165,53STE/COO,,10.1021/ja01102a540,,-,-,-,-,-,-,-,-,-,-
166,53STR,13092953.0,10.1016/0003-9861(53)90176-3,,['Glutamic dehydrogenase'],7.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,46,1,128-140,Harold J. Strecker,en
167,53STU,,10.1021/ja01104a527,,-,-,-,-,-,-,-,-,-,-
168,53TAL/DOB,13129261.0,10.1016/S0021-9258(18)49226-5,,['PURIFICATION AND PROPERTIES OF A β-HYDROXYSTEROID DEHYDROGENASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,205,2,823-837,"Paul Talalay, Marie Mollomo Dobson",en
169,54AXE/JAN,13192139.0,10.1016/S0021-9258(18)65513-9,,['PURIFICATION AND PROPERTIES OF PHOSPHORIBOISOMERASE FROM ALFALFA'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,209,2,847-855,"Bernard Axelrod, Rosie Jang",en
170,54BER/JOK,13211603.0,10.1016/S0021-9258(18)65392-X,,['ENZYMATIC PHOSPHORYLATION OF NUCLEOSIDE DIPHOSPHATES'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,210,2,657-672,"Paul Berg, W.K. Joklik",en
171,54BOW/KER,13139680.0,10.1016/0003-9861(54)90176-9,,['The kinetics of myokinase. I. Studies of the effects of salts and ph and of the state of equilibrium'],7.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,49,1,149-159,"William J. Bowen, Timothy D. Kerwin",en
172,54CHA,13211661.0,10.1016/S0021-9258(18)71215-5,,['MECHANISM OF FORMATION OF ERYTHRULOSE-1-PHOSPHATE BY PHOSPHOKETOTETROSE ALDOLASE OF RAT LIVER'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,211,1,249-262,Frixos C. Charalampous,en
173,54GIN,,,,-,-,-,-,-,-,-,-,-,-
174,54GIN/STU,,10.1021/ja01637a015,,-,-,-,-,-,-,-,-,-,-
175,54GOL,13174544.0,10.1016/S0021-9258(18)65653-4,,['STUDIES ON THE FATTY ACID OXIDIZING SYSTEM OF ANIMAL TISSUES'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,208,1,345-357,Dexter S. Goldman,en
176,54GRE/MII,13130521.0,10.1016/S0021-9258(18)71290-8,,['STUDIES ON THE FATTY ACID OXIDIZING SYSTEM OF ANIMAL TISSUES'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,206,1,1-12,"D.E. Green, S. Mii, H.R. Mahler, Robert M. Bock",en
177,54HAN/CRA,13174537.0,10.1016/S0021-9258(18)65646-7,,['LACTOSE METABOLISM'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,208,1,293-298,"R.G. Hansen, E.M. Craine, Patricia Gray",en
178,54HEL,13143026.0,10.1016/S0021-9258(19)50835-3,,['THE ACETATE ACTIVATING ENZYME OF BEEF HEART'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,206,2,671-676,P. Hele,en
179,54HOC/WAT,,10.1016/0003-9861(54)90313-6,,['Enzymatic isomerization of d-xylose to d-xylulose'],26.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,48,1,120-129,"R.M. Hochster, R.W. Watson",en
180,54LEV/MEI,13192082.0,10.1016/S0021-9258(18)65554-1,,['REVERSIBILITY OF THE ENZYMATIC SYNTHESIS OF GLUTAMINE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,209,1,265-280,"Leon Levintow, Alton Meister",en
181,54LIE/KOR,13163076.0,10.1016/S0021-9258(18)65708-4,,"['ENZYMATIC SYNTHESIS AND BREAKDOWN OF A PYRIMIDINE, OROTIC ACID']",5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,207,2,911-924,"Irving Lieberman, Arthur Kornberg",en
182,54MAR/WIL,13159289.0,10.1016/0003-9861(54)90211-8,,['The alanine racemase of Brucella abortus'],7.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,49,2,424-433,"A.G. Marr, P.W. Wilson",en
183,54MIT/DAV,,10.1016/0006-3002(54)90093-1,,['Aromatic biosynthesis'],10.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,15,1,54-61,"Susumu Mituhashi, Bernard D. Davis",en
184,54NOD/KUB,,10.1016/S0021-9258(18)65434-1,,['ADENOSINETRIPHOSPHATE-CREATINE TRANSPHOSPHORYLASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,210,1,83-95,"Lafayette Noda, Stephen A. Kuby, Henry A. Lardy",en
185,54ROS/GRU,13221579.0,10.1016/S0021-9258(18)71161-7,,['ENZYMATIC PHOSPHORYLATION OF ACETATE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,211,2,737-756,"Irwin A. Rose, Marianne Grunberg-Manago, Saul R. Korey, Severo Ochoa",en
186,54SIS/STA,13211620.0,10.1016/S0021-9258(18)65409-2,,['THE MECHANISM OF FORMATION OF β-KETOADIPIC ACID BY BACTERIA'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,210,2,821-836,"W.R. Sistrom, R.Y. Stanier",en
187,54STA,,,,-,-,-,-,-,-,-,-,-,-
188,54STR/HAR,13211662.0,10.1016/S0021-9258(18)71216-7,,['BACTERIAL BUTYLENE GLYCOL DEHYDROGENASE AND DIACETYL REDUCTASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,211,1,263-270,"Harold J. Strecker, Isaac Harary",en
189,54UTT/KUR,13163068.0,10.1016/S0021-9258(18)65700-X,,['MECHANISM OF ACTION OF OXALACETIC CARBOXYLASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,207,2,821-841,"M.F. Utter, K. Kurahashi",en
190,54WAK/GRE,13163047.0,10.1016/S0021-9258(18)65679-0,,['STUDIES ON THE FATTY ACID OXIDIZING SYSTEM OF ANIMAL TISSUES'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,207,2,631-638,"Salih J. Wakil, D.E. Green, S. Mii, H.R. Mahler",en
191,54WIL/BAN,13159356.0,10.1016/0003-9861(54)90072-7,,['The ketose reductase of rat liver and accessory sexual organs'],10.2.2005,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,50,2,513-515,"H.G. Williams-Ashman, J. Banks",en
192,55BLA/WRI,14353903.0,10.1016/S0021-9258(18)71041-7,,['β-ASPARTOKINASE AND β-ASPARTYL PHOSPHATE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,213,1,27-38,"Simon Black, Nancy G. Wright",en
193,55BLA/WRI2,14353904.0,10.1016/S0021-9258(18)71042-9,,['ASPARTIC β-SEMIALDEHYDE DEHYDROGENASE AND ASPARTIC β-SEMIALDEHYDE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,213,1,39-50,"Simon Black, Nancy G. Wright",en
194,55BLA/WRI3,14353905.0,10.1016/S0021-9258(18)71043-0,,['HOMOSERINE DEHYDROGENASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,213,1,51-60,"Simon Black, Nancy G. Wright",en
195,55BUC,,10.1016/0076-6879(55)01068-9,,-,-,-,-,-,-,-,-,-,-
196,55BUR,,10.1016/0076-6879(55)01063-X,,-,-,-,-,-,-,-,-,-,-
197,55CAR/COH,,10.1021/ja01607a095,,-,-,-,-,-,-,-,-,-,-
198,55CAR/LEL,14367373.0,10.1016/S0021-9258(18)70953-8,,['THE BIOSYNTHESIS OF SUCROSE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,214,1,149-155,"C.E. Cardini, Luis F. Leloir, J. Chiriboga",en
199,55DAV/GIL,,10.1016/S0076-6879(55)02203-9,,-,-,-,-,-,-,-,-,-,-
200,55DEC,,,,-,-,-,-,-,-,-,-,-,-
201,55DIC/WIL,,10.1038/176400a0,,['Transformation of Pentose Phosphates by Enzymes of Animal Origin'],30.5.2006,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,176,4478,400-401,"FRANK DICKENS, D. H. WILLTAMSON",en
202,55GLA/BRO,13252007.0,10.1016/S0021-9258(19)52284-0,,['PURIFICATION AND PROPERTIES OF d-GLUCOSE-6-PHOSPHATE DEHYDROGENASE'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,216,1,67-79,"Luis Glaser, David H. Brown",en
203,55GRI/WAL,,10.1016/0006-3002(55)90122-0,,-,-,-,-,-,-,-,-,-,-
204,55HOR/SMY,14353883.0,10.1016/S0021-9258(18)71020-X,,['PURIFICATION AND PROPERTIES OF YEAST TRANSALDOLASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,212,2,811-825,"B.L. Horecker, P.Z. Smyrniotis",en
205,55KAT,,10.1016/0006-3002(55)90353-X,,-,-,-,-,-,-,-,-,-,-
206,55KAU/ALI,13252014.0,10.1016/S0021-9258(19)52291-8,,['PURIFICATION AND PROPERTIES OF THE PHOSPHORYLATING ENZYME FROM SPINACH'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,216,1,141-152,"Seymour Kaufman, Spyridon G.A. Alivisatos",en
207,55KIT/BEN,,10.1515/znb-1955-0704,,['Wärmetönung der Adenosintriphosphorsäure-Spaltung'],27.2.2015,Walter de Gruyter GmbH,http://creativecommons.org/licenses/by-nc-nd/3.0/,journal-article,10,7,375-382,"C. Kitzinger, T. Benzinger",en
208,55LEH/SIC,,10.1016/0006-3002(55)90368-1,,-,-,-,-,-,-,-,-,-,-
209,55LIE/KOR,14392174.0,10.1016/S0021-9258(18)66048-X,,"[""ENZYMATIC SYNTHESIS OF PYRIMIDINE NUCLEOTIDES. OROTIDINE-5'-PHOSPHATE AND URIDINE-5'-PHOSPHATE""]",5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,215,1,403-415,"Irving Lieberman, Arthur Kornberg, Ernest S. Simms",en
210,55LIE/KOR2,14392176.0,10.1016/S0021-9258(18)66050-8,,['ENZYMATIC SYNTHESIS OF NUCLEOSIDE DIPHOSPHATES AND TRIPHOSPHATES'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,215,1,429-440,"Irving Lieberman, Arthur Kornberg, Ernest S. Simms",en
211,55LYN/WIE,,10.1016/0076-6879(55)01099-9,,-,-,-,-,-,-,-,-,-,-
212,55MUN,,10.3891/acta.chem.scand.09-1523,,-,-,-,-,-,-,-,-,-,-
213,55POD/STU,13271421.0,10.1016/S0021-9258(18)65925-3,,['THE ENTHALPY CHANGE ON ADENOSINE TRIPHOSPHATE HYDROLYSIS. I'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,217,2,603-606,"Richard J. Podolsky, Julian M. Sturtevant",en
214,55SLE,,10.1021/ja01611a074,,-,-,-,-,-,-,-,-,-,-
215,55STA,,10.1016/0076-6879(55)01103-8,,-,-,-,-,-,-,-,-,-,-
216,55STA/BUR,,10.1016/0076-6879(55)01089-6,,-,-,-,-,-,-,-,-,-,-
217,55STU,,10.1021/ja01607a001,,-,-,-,-,-,-,-,-,-,-
218,55STU2,,10.1021/ja01611a026,,-,-,-,-,-,-,-,-,-,-
219,55THO/GOM,14367287.0,10.1128/jb.69.3.357-362.1955,,['TRANSAMINATION OF\n            <scp>d</scp>\n            -AMINO ACIDS BY BACILLUS SUBTILIS'],3.1.2020,American Society for Microbiology,https://journals.asm.org/non-commercial-tdm-license,journal-article,69,3,357-362,"Curtis B. Thorne, Carmen G. Gómez, Riley D. Housewright",en
220,55VAR/WEB,16654798.0,10.1104/pp.30.5.393,,['Studies on the Enzymatic Synthesis of Glutamine'],13.12.2008,Oxford University Press (OUP),http://aspb.org/publications/aspb-journals/open-articles,journal-article,30,5,393-402,"J. E. Varner, George C. Webster",en
221,55WIL/MCI,13271408.0,10.1016/S0021-9258(19)57195-2,,['PREPARATION AND PARTIAL PURIFICATION OF THE ASPARTASE OF BACTERIUM CADAVERIS'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,217,1,467-477,"Virginia R. Williams, Russell T. McIntyre",en
222,55WOL/KAP,,10.1016/0076-6879(55)01050-1,,-,-,-,-,-,-,-,-,-,-
223,55YAN/GIL,14367339.0,10.1016/S0021-9258(18)98210-4,,['AROMATIC BIOSYNTHESIS'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,213,2,787-795,"Haim Yaniv, Charles Gilvarg",en
224,55ZEL,13271335.0,10.1016/S0021-9258(19)81413-8,,['THE ISOLATION AND ACTION OF CRYSTALLINE GLYOXYLIC ACID REDUCTASE FROM TOBACCO LEAVES'],7.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,216,2,553-575,Israel Zelitch,en
225,56ALE/GRE,13331936.0,10.1016/S0021-9258(18)65303-7,,['STUDIES ON THE PURIFICATION AND PROPERTIES OF THE SERINE-FORMING ENZYME SYSTEM'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,220,2,775-785,"Nicholas Alexander, David M. Greenberg",en
226,56AME/HOR,13319331.0,10.1016/S0021-9258(18)65337-2,,['THE BIOSYNTHESIS OF HISTIDINE: IMIDAZOLEACETOL PHOSPHATE TRANSAMINASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,220,1,113-128,"Bruce N. Ames, B.L. Horecker",en
227,56BEN/HEM,16589970.0,10.1073/pnas.42.12.896,,-,-,-,-,-,-,-,-,-,-
228,56BOW/KER,13363434.0,10.1016/0003-9861(56)90270-3,,"['The kinetics of myokinase. II. Studies of heat denaturation, the effects of salts and the state of equilibrium']",10.2.2005,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,64,2,278-284,"William J. Bowen, Timothy D. Kerwin",en
229,56CAR/COH,13366975.0,10.1016/S0021-9258(19)50767-0,,['THE PREPARATION AND PROPERTIES OF ADENYLOSUCCINASE AND ADENYLOSUCCINIC ACID'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,222,1,17-30,"Charles E. Carter, Leonard H. Cohen",en
230,56COW/PIZ,13385236.0,10.1016/S0021-9258(18)65087-2,,['PURIFICATION AND SOME PROPERTIES OF PHOSPHORYLGLYCERIC ACID MUTASE FROM RABBIT SKELETAL MUSCLE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,223,2,885-895,"Robert W. Cowgill, Lewis I. Pizer",en
231,56DIC/WIL,13373810.0,10.1042/bj0640567,,-,-,-,-,-,-,-,-,-,-
232,56ENG,,,,-,-,-,-,-,-,-,-,-,-
233,56FEU/WOL,13354402.0,,,-,-,-,-,-,-,-,-,-,-
234,56FOR/GUT,,10.1021/ja01588a024,,-,-,-,-,-,-,-,-,-,-
235,56GRE/COH,13319278.0,10.1016/S0021-9258(18)65716-3,,['ENZYMATIC CONVERSION OF l-FUCOSE TO l-FUCULOSE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,219,2,557-568,"Maurice Green, Seymour S. Cohen",en
236,56HAK/GLA,13345810.0,10.1016/S0021-9258(18)65240-8,,['LACTIC DEHYDROGENASE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,221,1,191-209,"Maire T. Hakala, Andrew J. Glaid, George W. Schwert",en
237,56HAU,,10.1021/ja01601a032,,-,-,-,-,-,-,-,-,-,-
238,56HUB,,10.1085/jgp.39.6.935,,-,-,-,-,-,-,-,-,-,-
239,56HUR/HOR,13385247.0,10.1016/S0021-9258(18)65098-7,,['THE PURIFICATION OF PHOSPHOKETOPENTOEPIMERASE FROM LACTOBACILLUS PENTOSUS AND THE PREPARATION OF XYLULOSE 5-PHOSPHATE'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,223,2,993-1008,"Jerard Hurwitz, B.L. Horecker",en
240,56KAP/CIO,13357478.0,10.1016/S0021-9258(18)65197-X,,['REACTION OF PYRIDINE NUCLEOTIDE ANALOGUES WITH DEHYDROGENASES'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,221,2,833-844,"Nathan O. Kaplan, Margaret M. Ciotti, Francis E. Stolzenbach",en
241,56KIT/HOR,,,,-,-,-,-,-,-,-,-,-,-
242,56LAR/JAC,13292912.0,10.1016/0003-9861(56)90437-4,,['Inositol dehydrogenase from Aerobacter aerogenes'],26.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,60,2,352-363,"J. Larner, W.T. Jackson, D.J. Graves, J.R. Stamer",en
243,56LEL/CAR,,10.1016/0006-3002(56)90259-1,,-,-,-,-,-,-,-,-,-,-
244,56PAL/DOU,13278359.0,10.1016/S0021-9258(18)65915-0,,['MANNOSE ISOMERASE OF PSEUDOMONAS SACCHAROPHILA'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,218,1,535-548,"Norberto J. Palleroni, Michael Doudoroff",en
245,56POD/MOR,13295245.0,10.1016/S0021-9258(18)65857-0,,['THE ENTHALPY CHANGE OF ADENOSINE TRIPHOSPHATE HYDROLYSIS'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,218,2,945-959,"Richard J. Podolsky, Manuel F. Morales",en
246,56RAB/PRI,,10.1021/ja01597a094,,-,-,-,-,-,-,-,-,-,-
247,56RAM/GIR,13314642.0,10.1016/0003-9861(56)90091-1,,"['Phosphoglucose isomerase11Slein (6) has pointed out that the two isomerases which convert G-6-P and mannose 6-phosphate (M-6-P) into F-6-P, may now be more descriptively called phosphoglucose isomerase and phosphomannose isomerase, respectively, since it is now known that F-6-P is the product of M-6-P isomerization also. We propose to adopt this nomenclature. of green gram (Phaseolus radiatus)']",25.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,62,1,91-96,"T. Ramasarma, K.V. Giri",en
248,56RAT/ROC,13355454.0,10.1016/0003-9861(56)90044-3,,['Biosynthesis of guanidinoacetic acid. I. Purification and properties of transamidinase'],8.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,63,2,277-295,"S. Ratner, Olga Rochovansky",en
249,56REI,13319297.0,10.1016/S0021-9258(18)65735-7,,['PHOSPHOACETYLGLUCOSAMINE MUTASE OF NEUROSPORA'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,219,2,753-767,José L. Reissig,en
250,56SMI/STA,,10.1016/0006-3002(56)90493-0,,-,-,-,-,-,-,-,-,-,-
251,56STE,13345796.0,10.1016/S0021-9258(18)65226-3,,['OPTICAL PROPERTIES OF ACETOACETYL-S-COENZYME A AND ITS METAL CHELATES'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,221,1,33-44,Joseph R. Stern,en
252,56STE/COO,13345795.0,10.1016/S0021-9258(18)65225-1,,['ENZYMES OF FATTY ACID METABOLISM'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,221,1,15-31,"Joseph R. Stern, Minor J. Coon, Alice del Campillo, Morton C. Schneider",en
